voyageID,voyage,port,whaling_ground,sealing_ground,year,whales,whale_oil,seals,seal_oil,whales_other,source,masterID,master_unc,master,vesselID,vessel,vessel_type,tonnage,notes
SV0170,Oswald : 1763,Borrowstouneness,East Greenland,Only whaling,1763,1,,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0171,Peggy : 1763,Borrowstouneness,East Greenland,Only whaling,1763,1,,,,,,SM0187,,Gray,SS199,Peggy,sailing vessel,,
SV0169,North Star : 1763,Dunbar,East Greenland,Only whaling,1763,1,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0168,Princess of Wales : 1763,Dunbar,East Greenland,Only whaling,1763,1,,,,,,SM0239,,Kelly,SS215,Princess of Wales,sailing vessel,,
SV0172,Dundee : 1763,Dundee,East Greenland,Only whaling,1763,1.5,,,,,,SM0104,,Cooper,SS068,Dundee,sailing vessel,,
SV0164,Campbelton : 1763,Edinburgh/Leith,East Greenland,Only whaling,1763,12,,,,,,SM0350,,Paton,SS042,Campbelton,sailing vessel,,
SV0166,Edinburgh : 1763,Edinburgh/Leith,East Greenland,Only whaling,1763,0,0,,,,,SM0000,,Unknown,SS078,Edinburgh,sailing vessel,,Lost - 28 June at EG.
SV0165,Leith : 1763,Edinburgh/Leith,East Greenland,Only whaling,1763,1,,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0167,Royal Bounty : 1763,Edinburgh/Leith,East Greenland,Only whaling,1763,5,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0183,City of Aberdeen : 1764,Aberdeen,East Greenland,East Greenland,1764,1,,100,,,,SM0431,,Sparks,SS049,City of Aberdeen,sailing vessel,,Sold to Newcastle.
SV0180,Oswald : 1764,Borrowstouneness,East Greenland,Only whaling,1764,0,0,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0181,Peggy : 1764,Borrowstouneness,East Greenland,Only whaling,1764,0,0,,,,,SM0057,,Boyd,SS199,Peggy,sailing vessel,,
SV0179,North Star : 1764,Dunbar,East Greenland,Only whaling,1764,1,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0178,Princess of Wales : 1764,Dunbar,East Greenland,Only whaling,1764,2,,,,,,SM0045,,Beatie,SS215,Princess of Wales,sailing vessel,,
SV0182,Dundee : 1764,Dundee,East Greenland,Only whaling,1764,0,0,,,,,SM0104,,Cooper,SS068,Dundee,sailing vessel,,
SV0176,Campbelton : 1764,Edinburgh/Leith,East Greenland,Only whaling,1764,2,,,,,,SM0432,,Spence,SS042,Campbelton,sailing vessel,,
SV0177,Leith : 1764,Edinburgh/Leith,East Greenland,Only whaling,1764,0,0,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,Note: A poor season due to strong winds from E and NE.
SV0175,Royal Bounty : 1764,Edinburgh/Leith,East Greenland,Only whaling,1764,3,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0190,Oswald : 1765,Borrowstouneness,East Greenland,Only whaling,1765,3,,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0187,Blessed Endeavour : 1765,Dunbar,East Greenland,Only whaling,1765,5,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,Last in the fleet in 1762. All large. Similar sucess for most vessels this year.
SV0189,North Star : 1765,Dunbar,East Greenland,Only whaling,1765,3,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0188,Princess of Wales : 1765,Dunbar,East Greenland,Only whaling,1765,0,0,,,,,SM0367,?,Provand,SS215,Princess of Wales,sailing vessel,,2nd Provand this year.
SV0191,Dundee : 1765,Dundee,East Greenland,Only whaling,1765,6,,,,,,SM0435,,Spink,SS068,Dundee,sailing vessel,,Valued at L 000.
SV0185,Campbelton : 1765,Edinburgh/Leith,East Greenland,Only whaling,1765,1,,,,,,SM0367,?,Provand,SS042,Campbelton,sailing vessel,,'a large fish.'
SV0184,Leith : 1765,Edinburgh/Leith,East Greenland,Only whaling,1765,4,,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,Returned 16 July. 
SV0186,Royal Bounty : 1765,Edinburgh/Leith,East Greenland,Only whaling,1765,1,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,'a large fish.'
SV0198,Oswald : 1766,Borrowstouneness,East Greenland,Only whaling,1766,2,,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0199,Peggy : 1766,Borrowstouneness,East Greenland,Only whaling,1766,1,,,,,,SM0441,,Stephen,SS199,Peggy,sailing vessel,,
SV0197,Blessed Endeavour : 1766,Dunbar,East Greenland,Only whaling,1766,0,0,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0195,North Star : 1766,Dunbar,East Greenland,Only whaling,1766,1,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0196,Princess of Wales : 1766,Dunbar,East Greenland,Only whaling,1766,0,0,,,,,SM0125,?,Dalziel,SS215,Princess of Wales,sailing vessel,,
SV0200,Dundee : 1766,Dundee,East Greenland,Only whaling,1766,1,,,,,,SM0435,,Spink,SS068,Dundee,sailing vessel,,
SV0193,Campbelton : 1766,Edinburgh/Leith,East Greenland,Only whaling,1766,2,,,,,,SM0367,?,Provand,SS042,Campbelton,sailing vessel,,
SV0192,Leith : 1766,Edinburgh/Leith,East Greenland,Only whaling,1766,1,,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0194,Royal Bounty : 1766,Edinburgh/Leith,East Greenland,Only whaling,1766,0,0,,,,,SM0057,,Boyd,SS235,Royal Bounty,sailing vessel,,
SV0207,Oswald : 1767,Borrowstouneness,East Greenland,Only whaling,1767,0,0,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0208,Peggy : 1767,Borrowstouneness,East Greenland,Only whaling,1767,0,0,,,,,SM0441,,Stephen,SS199,Peggy,sailing vessel,,
SV0206,Blessed Endeavour : 1767,Dunbar,East Greenland,Only whaling,1767,0,0,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0205,North Star : 1767,Dunbar,East Greenland,Only whaling,1767,0,0,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0204,Princess of Wales : 1767,Dunbar,East Greenland,Only whaling,1767,0,0,,,,,SM0340,,Norris,SS215,Princess of Wales,sailing vessel,,
SV0209,Dundee : 1767,Dundee,East Greenland,Only whaling,1767,0,0,,,,,SM0435,,Spink,SS068,Dundee,sailing vessel,,
SV0202,Campbelton : 1767,Edinburgh/Leith,East Greenland,Only whaling,1767,0,0,,,,,SM0367,?,Provand,SS042,Campbelton,sailing vessel,,
SV0201,Leith : 1767,Edinburgh/Leith,East Greenland,Only whaling,1767,0,0,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0203,Royal Bounty : 1767,Edinburgh/Leith,East Greenland,Only whaling,1767,1,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0217,Oswald : 1768,Borrowstouneness,East Greenland,Only whaling,1768,0,0,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0216,Peggy : 1768,Borrowstouneness,East Greenland,Only whaling,1768,1,,,,,,SM0441,,Stephen,SS199,Peggy,sailing vessel,,
SV0215,Blessed Endeavour : 1768,Dunbar,East Greenland,Only whaling,1768,0,0,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0213,North Star : 1768,Dunbar,East Greenland,Only whaling,1768,0,0,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0214,Princess of Wales : 1768,Dunbar,East Greenland,Only whaling,1768,0,0,,,,,SM0340,,Norris,SS215,Princess of Wales,sailing vessel,,
SV0218,Dundee : 1768,Dundee,East Greenland,Only whaling,1768,0,0,,,,,SM0435,,Spink,SS068,Dundee,sailing vessel,,
SV0212,Campbelton : 1768,Edinburgh/Leith,East Greenland,Only whaling,1768,0,0,,,,,SM0125,?,Dalziel,SS042,Campbelton,sailing vessel,,
SV0210,Leith : 1768,Edinburgh/Leith,East Greenland,East Greenland,1768,4.5,,90,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,Plus 90 seals. 
SV0211,Royal Bounty : 1768,Edinburgh/Leith,East Greenland,Only whaling,1768,0,0,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0226,Oswald : 1769,Borrowstouneness,East Greenland,Only whaling,1769,6,,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0225,Peggy : 1769,Borrowstouneness,East Greenland,Only whaling,1769,1,,,,,,SM0324,,Monteith,SS199,Peggy,sailing vessel,,
SV0223,Blessed Endeavour : 1769,Dunbar,East Greenland,Only whaling,1769,5,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0222,North Star : 1769,Dunbar,East Greenland,Only whaling,1769,9,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0224,Princess of Wales : 1769,Dunbar,East Greenland,Only whaling,1769,2.5,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0227,Dundee : 1769,Dundee,East Greenland,East Greenland,1769,6,,144,,,,SM0031,,Archer,SS068,Dundee,sailing vessel,,Plus 144 seals.
SV0221,Campbelton : 1769,Edinburgh/Leith,East Greenland,Only whaling,1769,4,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,
SV0220,Leith : 1769,Edinburgh/Leith,East Greenland,Only whaling,1769,5,,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0219,Royal Bounty : 1769,Edinburgh/Leith,East Greenland,Only whaling,1769,9,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0235,Oswald : 1770,Borrowstouneness,East Greenland,Only whaling,1770,0,0,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,
SV0234,Peggy : 1770,Borrowstouneness,East Greenland,Only whaling,1770,0,0,,,,,SM0514,,Watson,SS199,Peggy,sailing vessel,,
SV0232,Blessed Endeavour : 1770,Dunbar,East Greenland,Only whaling,1770,2,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0233,North Star : 1770,Dunbar,East Greenland,Only whaling,1770,1,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0231,Princess of Wales : 1770,Dunbar,East Greenland,Only whaling,1770,16,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0236,Dundee : 1770,Dundee,East Greenland,Only whaling,1770,1,,,,,,SM0266,,Logan,SS068,Dundee,sailing vessel,,Produce of two 'half' whales (probably shared with another ship - a common practice).
SV0228,Campbelton : 1770,Edinburgh/Leith,East Greenland,Only whaling,1770,3,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,
SV0230,Leith : 1770,Edinburgh/Leith,East Greenland,Only whaling,1770,0,0,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0229,Royal Bounty : 1770,Edinburgh/Leith,East Greenland,Only whaling,1770,4,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0244,Oswald : 1771,Borrowstouneness,East Greenland,Only whaling,1771,2,,,,,,SM0214,,Hodge,SS193,Oswald,sailing vessel,,Small.
SV0243,Peggy : 1771,Borrowstouneness,East Greenland,Only whaling,1771,0,0,,,,,SM0514,,Watson,SS199,Peggy,sailing vessel,,
SV0241,Blessed Endeavour : 1771,Dunbar,East Greenland,Only whaling,1771,1,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0242,North Star : 1771,Dunbar,East Greenland,East Greenland,1771,0,0,160,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,160 seals = 10 casks.
SV0240,Princess of Wales : 1771,Dunbar,East Greenland,Only whaling,1771,0,0,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0245,Dundee : 1771,Dundee,East Greenland,Only whaling,1771,0,0,,,,,SM0266,,Logan,SS068,Dundee,sailing vessel,,
SV0237,Campbelton : 1771,Edinburgh/Leith,East Greenland,Only whaling,1771,3,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,
SV0238,Leith : 1771,Edinburgh/Leith,East Greenland,Only whaling,1771,0,0,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0239,Royal Bounty : 1771,Edinburgh/Leith,East Greenland,Only whaling,1771,0,0,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0253,Oswald : 1772,Borrowstouneness,East Greenland,Only whaling,1772,2,,,,,,SM0057,,Boyd,SS193,Oswald,sailing vessel,,Large.
SV0252,Peggy : 1772,Borrowstouneness,East Greenland,Only whaling,1772,1,,,,,,SM0312,,Miller,SS199,Peggy,sailing vessel,,
SV0251,Blessed Endeavour : 1772,Dunbar,East Greenland,Only whaling,1772,4.5,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,Large.
SV0250,North Star : 1772,Dunbar,East Greenland,Only whaling,1772,11,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0249,Princess of Wales : 1772,Dunbar,East Greenland,Only whaling,1772,7,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,Large.
SV0254,Dundee : 1772,Dundee,East Greenland,Only whaling,1772,4,,,,,,SM0266,,Logan,SS068,Dundee,sailing vessel,,
SV0248,Campbelton : 1772,Edinburgh/Leith,East Greenland,Only whaling,1772,0,0,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,
SV0246,Leith : 1772,Edinburgh/Leith,East Greenland,Only whaling,1772,2,,,,,,SM0088,,"Chiene, A",SS161,Leith,sailing vessel,,
SV0247,Royal Bounty : 1772,Edinburgh/Leith,East Greenland,Only whaling,1772,0,0,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0264,Diana : 1773,Aberdeen,East Greenland,Only whaling,1773,0,0,,,,,SM0480,,Thompson,SS061,Diana,sailing vessel,,Return of Aberdeen following the sale of the City of Aberdeen to Newcastle interests.
SV0261,Oswald : 1773,Borrowstouneness,East Greenland,Only whaling,1773,1,,,,,,SM0013,,Allan,SS193,Oswald,sailing vessel,,Large.
SV0262,Oswald : 1773,Borrowstouneness,East Greenland,Only whaling,1773,1,,,,,,SM0057,,Boyd,SS193,Oswald,sailing vessel,,
SV0258,Blessed Endeavour : 1773,Dunbar,East Greenland,Only whaling,1773,1,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,Large.
SV0260,North Star : 1773,Dunbar,East Greenland,Only whaling,1773,1,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,Small.
SV0259,Princess of Wales : 1773,Dunbar,East Greenland,Only whaling,1773,2,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0263,Dundee : 1773,Dundee,East Greenland,Only whaling,1773,0,0,,,,,SM0266,,Logan,SS068,Dundee,sailing vessel,,
SV0256,Campbelton : 1773,Edinburgh/Leith,East Greenland,Only whaling,1773,0.5,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,
SV0255,Leith : 1773,Edinburgh/Leith,East Greenland,Only whaling,1773,1,,,,,,SM0041,,Ballantyne,SS161,Leith,sailing vessel,,
SV0257,Royal Bounty : 1773,Edinburgh/Leith,East Greenland,Only whaling,1773,4,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0272,Oswald : 1774,Borrowstouneness,East Greenland,Only whaling,1774,2,,,,,,SM0057,,Boyd,SS193,Oswald,sailing vessel,,Large.
SV0271,Peggy : 1774,Borrowstouneness,East Greenland,Only whaling,1774,2,,,,,,SM0013,,Allan,SS199,Peggy,sailing vessel,,Large.
SV0270,Blessed Endeavour : 1774,Dunbar,East Greenland,Only whaling,1774,7,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0268,North Star : 1774,Dunbar,East Greenland,Only whaling,1774,0,0,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0269,Princess of Wales : 1774,Dunbar,East Greenland,Only whaling,1774,4,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0273,Dundee : 1774,Dundee,East Greenland,Only whaling,1774,2,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,Large.
SV0267,Campbelton : 1774,Edinburgh/Leith,East Greenland,Only whaling,1774,4,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,
SV0266,Leith : 1774,Edinburgh/Leith,East Greenland,Only whaling,1774,2,,,,,,SM0041,,Ballantyne,SS161,Leith,sailing vessel,,
SV0265,Royal Bounty : 1774,Edinburgh/Leith,East Greenland,Only whaling,1774,8,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,
SV0279,Blessed Endeavour : 1775,Dunbar,East Greenland,East Greenland,1775,0,0,198,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0277,North Star : 1775,Dunbar,East Greenland,East Greenland,1775,2,,7,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0278,Princess of Wales : 1775,Dunbar,East Greenland,Only whaling,1775,4,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0280,Dundee : 1775,Dundee,East Greenland,Only whaling,1775,2,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,
SV0275,Campbelton : 1775,Edinburgh/Leith,East Greenland,Only whaling,1775,1,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,"Note: With the end of the Seven Years' War eliminating the naval press, threat of enemy intervention and the 'freeing' of vessels and experienced seamen, both suitable for whaling, the Scottish fishery might normally have been expected to enter a phase of expansion - but Scotland failed to respond."
SV0276,Leith : 1775,Edinburgh/Leith,East Greenland,Only whaling,1775,0,0,,,,,SM0041,,Ballantyne,SS161,Leith,sailing vessel,,Clean.
SV0274,Royal Bounty : 1775,Edinburgh/Leith,East Greenland,Only whaling,1775,2,,,,,,SM0248,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,Large. 
SV0285,Blessed Endeavour : 1776,Dunbar,East Greenland,Only whaling,1776,7,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0284,North Star : 1776,Dunbar,East Greenland,East Greenland,1776,9,,351,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,Note: 'Assumption' that significant number of seals might be an indication that the harp seal stock is becoming a target rather than simply chance or occasional opportunity???
SV0286,Princess of Wales : 1776,Dunbar,East Greenland,East Greenland,1776,5,,300,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0287,Dundee : 1776,Dundee,East Greenland,Only whaling,1776,2,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,
SV0282,Campbelton : 1776,Edinburgh/Leith,East Greenland,Only whaling,1776,5,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,Small.
SV0281,Leith : 1776,Edinburgh/Leith,East Greenland,Only whaling,1776,4,,,,,,SM0041,,Ballantyne,SS161,Leith,sailing vessel,,Small. Favourable hunting conditions. 
SV0283,Royal Bounty : 1776,Edinburgh/Leith,East Greenland,Only whaling,1776,6,,,,,,SM0550,,"Kerr, A",SS235,Royal Bounty,sailing vessel,,Small.
SV0293,Blessed Endeavour : 1777,Dunbar,East Greenland,Only whaling,1777,1,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0291,North Star : 1777,Dunbar,East Greenland,Only whaling,1777,3,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0292,Princess of Wales : 1777,Dunbar,East Greenland,Only whaling,1777,4,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0294,Dundee : 1777,Dundee,East Greenland,Only whaling,1777,2,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,
SV0290,Campbelton : 1777,Edinburgh/Leith,East Greenland,Only whaling,1777,2,,,,,,SM0449,,Stewart,SS042,Campbelton,sailing vessel,,1 pressed - others desert.
SV0288,Leith : 1777,Edinburgh/Leith,East Greenland,Only whaling,1777,1,,,,,,SM0041,,Ballantyne,SS161,Leith,sailing vessel,,Fear of press - 18 desert. Damaged by ice. 
SV0289,Royal Bounty : 1777,Edinburgh/Leith,East Greenland,Only whaling,1777,1,,,,,,SM0000,,Unknown,SS235,Royal Bounty,sailing vessel,,Captured by American privateer.
SV0298,Blessed Endeavour : 1778,Dunbar,East Greenland,Only whaling,1778,1,,,,,,SM0396,,Roxburgh,SS031,Blessed Endeavour,sailing vessel,,
SV0296,North Star : 1778,Dunbar,East Greenland,Only whaling,1778,5,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,"Crew of Campbelton brought home by North Star on 16 July (EA 17 July). Note: The results provide another example of the variable nature, or lottery aspect, of the trade even during a good season. The profits of 5 large whales taken by the Dunbar whaler North Star, for example, were augmented with the bone of 9 bowheads salvaged from the Neptune, Liverpool, wrecked when nipped by ice."
SV0297,Princess of Wales : 1778,Dunbar,East Greenland,Only whaling,1778,2,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,Large.
SV0299,Dundee : 1778,Dundee,East Greenland,Only whaling,1778,6,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,"4 large, 2 small = 200 butts."
SV0295,Campbelton : 1778,Edinburgh/Leith,East Greenland,Only whaling,1778,2,,,,,,SM0000,,Unknown,SS042,Campbelton,sailing vessel,,Lost. Crew brought home by North Star on 16 July (EA 17 July). Two whales were small - produce not saved (ibid.). 
SV0300,Blessed Endeavour : 1779,Dunbar,East Greenland,Only whaling,1779,5,,,,,,SM0326,,Muirhead,SS031,Blessed Endeavour,sailing vessel,,
SV0301,North Star : 1779,Dunbar,East Greenland,Only whaling,1779,4,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0302,Dundee : 1779,Dundee,East Greenland,Only whaling,1779,5,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,Large. = 180 butts + 3 tons bone.
SV0303,Blessed Endeavour : 1780,Dunbar,East Greenland,Only whaling,1780,1,,,,,,SM0495,,Todrig,SS031,Blessed Endeavour,sailing vessel,,
SV0304,North Star : 1780,Dunbar,East Greenland,Only whaling,1780,5,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,
SV0305,Princess of Wales : 1780,Dunbar,East Greenland,Only whaling,1780,0,0,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,"Probably ran into trouble - home early June, but still received the bounty."
SV0306,Dundee : 1780,Dundee,East Greenland,Only whaling,1780,11,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,
SV0307,Blessed Endeavour : 1781,Dunbar,East Greenland,Only whaling,1781,5,,,,,,SM0495,,Todrig,SS031,Blessed Endeavour,sailing vessel,,
SV0308,North Star : 1781,Dunbar,East Greenland,Only whaling,1781,13,,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,Small.
SV0309,Princess of Wales : 1781,Dunbar,East Greenland,Only whaling,1781,10,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0310,Rodney : 1781,Dunbar,East Greenland,Only whaling,1781,6,,,,,,SM0066,,Bruce,SS233,Rodney,sailing vessel,,
SV0311,Dundee : 1781,Dundee,East Greenland,Only whaling,1781,9,,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,
SV0313,Blessed Endeavour : 1782,Dunbar,East Greenland,Only whaling,1782,1,,,,,,SM0495,,Todrig,SS031,Blessed Endeavour,sailing vessel,,
SV0315,North Star : 1782,Dunbar,East Greenland,Only whaling,1782,0,0,,,,,SM0144,,Dawson,SS189,North Star,sailing vessel,,"Had 'accident' - all Dunbar vessels experienced difficulty leaving port due to 'low warer.'Consequently, too late during a season when environmental conditions were extremely favourable - thus showing 'promise,' if not actual results, encouraging future participation.."
SV0314,Princess of Wales : 1782,Dunbar,East Greenland,Only whaling,1782,4,,,,,,SM0326,,Muirhead,SS215,Princess of Wales,sailing vessel,,
SV0312,Rodney : 1782,Dunbar,East Greenland,Only whaling,1782,1,,,,,,SM0066,,Bruce,SS233,Rodney,sailing vessel,,
SV0316,Dundee : 1782,Dundee,East Greenland,Only whaling,1782,0,0,,,,,SM0393,,Robson,SS068,Dundee,sailing vessel,,"'… lost in the ice, part of crew is landed at Aberdeen by an English vessel.' (E.A. 26 July) Lost."
